frame	time	bmRequestType	bRequest	wValue	wIndex	wLength	dataOUT
1023	6.278745000	0x40	192	0x5066	0	4	d5020050
1025	6.279516000	0xc0	192	0x5066	0	2	
1027	6.280633000	0x40	192	0x5066	0	4	d4005180
1029	6.280720000	0x40	192	0x5066	0	4	d5020051
1031	6.281500000	0xc0	192	0x5066	0	2	
1033	6.282613000	0x40	192	0x5066	0	4	d4005200
1035	6.282724000	0x40	192	0x5066	0	4	d5020052
1037	6.283511000	0xc0	192	0x5066	0	2	
1039	6.284731000	0x40	192	0x5066	0	4	d4005300
1041	6.284905000	0x40	192	0x5066	0	4	d5020053
1043	6.285650000	0xc0	192	0x5066	0	2	
1045	6.286751000	0x40	192	0x5066	0	4	d4005400
1047	6.286841000	0x40	192	0x5066	0	4	d5020054
1049	6.287613000	0xc0	192	0x5066	0	2	
1051	6.288733000	0x40	192	0x5066	0	4	d4005500
1053	6.288823000	0x40	192	0x5066	0	4	d5020055
1055	6.289600000	0xc0	192	0x5066	0	2	
1057	6.290720000	0x40	192	0x5066	0	4	d4005600
1059	6.290845000	0x40	192	0x5066	0	4	d5020056
1061	6.291655000	0xc0	192	0x5066	0	2	
1063	6.292724000	0x40	192	0x5066	0	4	d4005700
1065	6.292811000	0x40	192	0x5066	0	4	d5020057
1067	6.293586000	0xc0	192	0x5066	0	2	
1069	6.294707000	0x40	192	0x5066	0	4	d4005800
1071	6.294795000	0x40	192	0x5066	0	4	d5020058
1073	6.295572000	0xc0	192	0x5066	0	2	
1075	6.296687000	0x40	192	0x5066	0	4	d4005900
1077	6.296800000	0x40	192	0x5066	0	4	d5020059
1079	6.297636000	0xc0	192	0x5066	0	2	
1081	6.298766000	0x40	192	0x5066	0	4	d4005a00
1083	6.298941000	0x40	192	0x5066	0	4	d502005a
1085	6.299685000	0xc0	192	0x5066	0	2	
1087	6.300778000	0x40	192	0x5066	0	4	d4005b00
1089	6.300870000	0x40	192	0x5066	0	4	d502005b
1091	6.301643000	0xc0	192	0x5066	0	2	
1093	6.302761000	0x40	192	0x5066	0	4	d4005c03
1095	6.302850000	0x40	192	0x5066	0	4	d502005c
1097	6.303627000	0xc0	192	0x5066	0	2	
1099	6.304735000	0x40	192	0x5066	0	4	d4005d00
1101	6.304810000	0x40	192	0x5066	0	4	d502005d
1103	6.305557000	0xc0	192	0x5066	0	2	
1105	6.306674000	0x40	192	0x5066	0	4	d4005e00
1107	6.306772000	0x40	192	0x5066	0	4	d502005e
1109	6.307552000	0xc0	192	0x5066	0	2	
1111	6.308663000	0x40	192	0x5066	0	4	d4005f00
1113	6.308770000	0x40	192	0x5066	0	4	d502005f
1115	6.309529000	0xc0	192	0x5066	0	2	
1117	6.310659000	0x40	192	0x5066	0	4	d4006003
1119	6.310759000	0x40	192	0x5066	0	4	d5020060
1121	6.311622000	0xc0	192	0x5066	0	2	
1123	6.312736000	0x40	192	0x5066	0	4	d4006103
1125	6.312849000	0x40	192	0x5066	0	4	d5020061
1127	6.313620000	0xc0	192	0x5066	0	2	
1129	6.314726000	0x40	192	0x5066	0	4	d4006200
1131	6.314810000	0x40	192	0x5066	0	4	d5020062
1133	6.315586000	0xc0	192	0x5066	0	2	
1135	6.316699000	0x40	192	0x5066	0	4	d4006300
1137	6.316784000	0x40	192	0x5066	0	4	d5020063
1139	6.317619000	0xc0	192	0x5066	0	2	
1141	6.318736000	0x40	192	0x5066	0	4	d400640c
1143	6.318885000	0x40	192	0x5066	0	4	d5020064
1145	6.319713000	0xc0	192	0x5066	0	2	
1147	6.320794000	0x40	192	0x5066	0	4	d400650c
1149	6.320930000	0x40	192	0x5066	0	4	d5020065
1151	6.321761000	0xc0	192	0x5066	0	2	
1153	6.322837000	0x40	192	0x5066	0	4	d4006600
1155	6.322978000	0x40	192	0x5066	0	4	d5020066
1157	6.323763000	0xc0	192	0x5066	0	2	
1159	6.324934000	0x40	192	0x5066	0	4	d400670c
1161	6.325071000	0x40	192	0x5066	0	4	d5020067
1163	6.325889000	0xc0	192	0x5066	0	2	
1165	6.327062000	0x40	192	0x5066	0	4	d4006800
1167	6.327164000	0x40	192	0x5066	0	4	d5020068
1169	6.327964000	0xc0	192	0x5066	0	2	
1171	6.329062000	0x40	192	0x5066	0	4	d4006900
1173	6.329167000	0x40	192	0x5066	0	4	d5020069
1175	6.329921000	0xc0	192	0x5066	0	2	
1177	6.331026000	0x40	192	0x5066	0	4	d4006a00
1179	6.331109000	0x40	192	0x5066	0	4	d502006a
1181	6.331868000	0xc0	192	0x5066	0	2	
1183	6.332983000	0x40	192	0x5066	0	4	d4006b00
1185	6.333053000	0x40	192	0x5066	0	4	d502006b
1187	6.333807000	0xc0	192	0x5066	0	2	
1189	6.334922000	0x40	192	0x5066	0	4	d4006c00
1191	6.335010000	0x40	192	0x5066	0	4	d502006c
1193	6.335760000	0xc0	192	0x5066	0	2	
1195	6.336897000	0x40	192	0x5066	0	4	d4006d00
1197	6.336983000	0x40	192	0x5066	0	4	d502006d
1199	6.337735000	0xc0	192	0x5066	0	2	
1201	6.338850000	0x40	192	0x5066	0	4	d4006e00
1203	6.338938000	0x40	192	0x5066	0	4	d502006e
1205	6.339679000	0xc0	192	0x5066	0	2	
1207	6.340801000	0x40	192	0x5066	0	4	d4006f00
1209	6.340889000	0x40	192	0x5066	0	4	d502006f
1211	6.341634000	0xc0	192	0x5066	0	2	
1213	6.342751000	0x40	192	0x5066	0	4	d4007000
1215	6.342839000	0x40	192	0x5066	0	4	d5020070
1217	6.343586000	0xc0	192	0x5066	0	2	
1219	6.344715000	0x40	192	0x5066	0	4	d4007100
1221	6.344795000	0x40	192	0x5066	0	4	d5020071
1223	6.345546000	0xc0	192	0x5066	0	2	
1225	6.346660000	0x40	192	0x5066	0	4	d4007200
1227	6.346751000	0x40	192	0x5066	0	4	d5020072
1229	6.347498000	0xc0	192	0x5066	0	2	
1231	6.348613000	0x40	192	0x5066	0	4	d4007300
1233	6.348701000	0x40	192	0x5066	0	4	d5020073
1235	6.349446000	0xc0	192	0x5066	0	2	
1237	6.350574000	0x40	192	0x5066	0	4	d4007401
1239	6.350666000	0x40	192	0x5066	0	4	d5020074
1241	6.351409000	0xc0	192	0x5066	0	2	
1243	6.352529000	0x40	192	0x5066	0	4	d4007503
1245	6.352634000	0x40	192	0x5066	0	4	d5020075
1247	6.353361000	0xc0	192	0x5066	0	2	
1249	6.354479000	0x40	192	0x5066	0	4	d4007600
1251	6.354570000	0x40	192	0x5066	0	4	d5020076
1253	6.355311000	0xc0	192	0x5066	0	2	
1255	6.356426000	0x40	192	0x5066	0	4	d4007700
1257	6.356523000	0x40	192	0x5066	0	4	d5020077
1259	6.357264000	0xc0	192	0x5066	0	2	
1261	6.358380000	0x40	192	0x5066	0	4	d4007800
1263	6.358478000	0x40	192	0x5066	0	4	d5020078
1265	6.359218000	0xc0	192	0x5066	0	2	
1267	6.360340000	0x40	192	0x5066	0	4	d4007900
1269	6.360420000	0x40	192	0x5066	0	4	d5020079
1271	6.361179000	0xc0	192	0x5066	0	2	
1273	6.362293000	0x40	192	0x5066	0	4	d4007a00
1275	6.362370000	0x40	192	0x5066	0	4	d502007a
1277	6.363118000	0xc0	192	0x5066	0	2	
1279	6.364231000	0x40	192	0x5066	0	4	d4007b00
1281	6.364315000	0x40	192	0x5066	0	4	d502007b
1283	6.365069000	0xc0	192	0x5066	0	2	
1285	6.366188000	0x40	192	0x5066	0	4	d4007c00
1287	6.366291000	0x40	192	0x5066	0	4	d502007c
1289	6.367024000	0xc0	192	0x5066	0	2	
1291	6.368138000	0x40	192	0x5066	0	4	d4007d00
1293	6.368218000	0x40	192	0x5066	0	4	d502007d
1295	6.368973000	0xc0	192	0x5066	0	2	
1297	6.370091000	0x40	192	0x5066	0	4	d4007e00
1299	6.370177000	0x40	192	0x5066	0	4	d502007e
1301	6.370935000	0xc0	192	0x5066	0	2	
1303	6.372051000	0x40	192	0x5066	0	4	d4007f00
1305	6.372133000	0x40	192	0x5066	0	4	d502007f
1307	6.372892000	0xc0	192	0x5066	0	2	
1309	6.374019000	0x40	192	0x5066	0	4	d4008000
1311	6.374104000	0x40	192	0x5066	0	4	d5020080
1313	6.374858000	0xc0	192	0x5066	0	2	
1315	6.375976000	0x40	192	0x5066	0	4	d4008100
1317	6.376055000	0x40	192	0x5066	0	4	d5020081
1319	6.376816000	0xc0	192	0x5066	0	2	
1321	6.377929000	0x40	192	0x5066	0	4	d4008200
1323	6.378014000	0x40	192	0x5066	0	4	d5020082
1325	6.378777000	0xc0	192	0x5066	0	2	
1327	6.379889000	0x40	192	0x5066	0	4	d4008300
1329	6.379973000	0x40	192	0x5066	0	4	d5020083
1331	6.380743000	0xc0	192	0x5066	0	2	
1333	6.381862000	0x40	192	0x5066	0	4	d4008400
1335	6.381948000	0x40	192	0x5066	0	4	d5020084
1337	6.382720000	0xc0	192	0x5066	0	2	
1339	6.383838000	0x40	192	0x5066	0	4	d4008500
1341	6.383922000	0x40	192	0x5066	0	4	d5020085
1343	6.384692000	0xc0	192	0x5066	0	2	
1345	6.385807000	0x40	192	0x5066	0	4	d4008600
1347	6.385890000	0x40	192	0x5066	0	4	d5020086
1349	6.386658000	0xc0	192	0x5066	0	2	
1351	6.387782000	0x40	192	0x5066	0	4	d4008704
1353	6.387886000	0x40	192	0x5066	0	4	d5020087
1355	6.388654000	0xc0	192	0x5066	0	2	
1357	6.389777000	0x40	192	0x5066	0	4	d400887f
1359	6.389863000	0x40	192	0x5066	0	4	d5020088
1361	6.390632000	0xc0	192	0x5066	0	2	
1363	6.391747000	0x40	192	0x5066	0	4	d400897f
1365	6.391835000	0x40	192	0x5066	0	4	d5020089
1367	6.392605000	0xc0	192	0x5066	0	2	
1369	6.393724000	0x40	192	0x5066	0	4	d4008a7f
1371	6.393864000	0x40	192	0x5066	0	4	d502008a
1373	6.394590000	0xc0	192	0x5066	0	2	
1375	6.395720000	0x40	192	0x5066	0	4	d4008b7f
1377	6.395811000	0x40	192	0x5066	0	4	d502008b
1379	6.396584000	0xc0	192	0x5066	0	2	
1381	6.397694000	0x40	192	0x5066	0	4	d4008c7f
1383	6.397780000	0x40	192	0x5066	0	4	d502008c
1385	6.398549000	0xc0	192	0x5066	0	2	
1387	6.399665000	0x40	192	0x5066	0	4	d4008d7f
1389	6.399751000	0x40	192	0x5066	0	4	d502008d
1391	6.400527000	0xc0	192	0x5066	0	2	
1393	6.401647000	0x40	192	0x5066	0	4	d4008e7f
1395	6.401735000	0x40	192	0x5066	0	4	d502008e
1397	6.402517000	0xc0	192	0x5066	0	2	
1399	6.403626000	0x40	192	0x5066	0	4	d4008f7f
1401	6.403728000	0x40	192	0x5066	0	4	d502008f
1403	6.404505000	0xc0	192	0x5066	0	2	
1405	6.405622000	0x40	192	0x5066	0	4	d400907f
1407	6.405712000	0x40	192	0x5066	0	4	d5020090
1409	6.406477000	0xc0	192	0x5066	0	2	
1411	6.407599000	0x40	192	0x5066	0	4	d400917f
1413	6.407701000	0x40	192	0x5066	0	4	d5020091
1415	6.408467000	0xc0	192	0x5066	0	2	
1417	6.409590000	0x40	192	0x5066	0	4	d400927f
1419	6.409692000	0x40	192	0x5066	0	4	d5020092
1421	6.410452000	0xc0	192	0x5066	0	2	
1423	6.411573000	0x40	192	0x5066	0	4	d400937f
1425	6.411659000	0x40	192	0x5066	0	4	d5020093
1427	6.412427000	0xc0	192	0x5066	0	2	
1429	6.413550000	0x40	192	0x5066	0	4	d4009486
1431	6.413637000	0x40	192	0x5066	0	4	d5020094
1433	6.414406000	0xc0	192	0x5066	0	2	
1435	6.415547000	0x40	192	0x5066	0	4	d4009585
1437	6.415666000	0x40	192	0x5066	0	4	d5020095
1439	6.416426000	0xc0	192	0x5066	0	2	
